Geneid,GroupA_1,GroupA_2,GroupA_3,GroupB_1,GroupB_2,GroupB_3,foldchange,pvalue
AGO3,372,466,395,561,432,710,1.00601058,0.865306303
TEKT2,7,2,6,1,0,0,0.997978566,0.946748935
ADPRS,481,750,569,881,618,913,0.979481326,0.523439019
COL8A2,4,0,2,4,0,2,1.037993138,0.205248976
TRAPPC3,568,709,695,948,731,1159,0.980734066,0.584321515
MAP7D1,6744,8383,6970,10278,7784,11924,1.041049661,0.187320308
THRAP3,17410,23196,21236,29756,21646,34719,0.991715781,0.807850756
SH3D21,430,600,361,625,500,630,0.994938444,0.880052363
EVA1B,41,48,36,54,61,78,0.978592752,0.471651757
STK40,3248,3323,3881,4419,4008,5793,0.965390363,0.163121565
LSM10,310,375,307,465,336,491,0.90525771,0.044810291
OSCP1,14,9,4,10,13,9,0.990982544,0.748084807
MRPS15,1617,2313,1962,2809,2050,3565,0.938050871,0.248686701
CSF3R,45,79,74,73,36,112,1.268627864,0.012215375
GRIK3,4,0,0,8,1,10,1.02474378,0.688740499
ZC3H12A,149,207,182,255,182,332,0.990170557,0.85825404
MEAF6,1569,1958,1610,2341,1890,2782,1.013113556,0.673145777
SNIP1,1085,1396,1302,1856,1484,2092,1.026873743,0.514489659
DNALI1,30,55,59,58,33,103,1.003484379,0.874636097
GNL2,8634,10805,9390,13621,10479,16125,1.025006182,0.49873226
C1orf109,438,567,444,755,520,778,1.010444429,0.710543846
CDCA8,584,735,822,1093,606,1262,0.996564969,0.939827547
EPHA10,6,10,12,18,18,11,1.003095548,0.923320706
MANEAL,208,288,210,289,211,309,0.947389612,0.08991215
YRDC,415,550,459,599,513,729,0.990554754,0.720013184
C1orf122,351,506,439,595,418,682,1.004942001,0.853060181
MTF1,553,951,596,870,767,1006,0.942918183,0.1179754
INPP5B,121,181,146,246,152,209,1.084041301,0.203650305
SF3A3,10669,13741,11806,17662,13092,19948,0.657920918,0.000155316
FHL3,64,47,54,78,70,85,0.991781591,0.756906488
UTP11,1855,2356,1843,2955,2262,3320,1.016365391,0.581317837
POU3F1,0,0,0,2,4,2,1.534511727,0.001245461
RRAGC,680,907,727,1170,882,1368,0.999458622,0.985638765
MYCBP,276,332,280,418,302,471,1.002428129,0.927595688
AL139260.3,143,174,147,239,169,261,1.004087821,0.891892046
GJA9,11,14,2,14,12,24,0.968596339,0.229775427
RHBDL2,462,800,755,955,696,1266,1.023276391,0.470564786
AKIRIN1,1827,2677,2442,3201,2477,4441,1.003708024,0.886152764
NDUFS5,20888,27522,24936,33014,25237,42511,0.947836272,0.161482552
MACF1,19622,24189,17479,29474,22994,29647,1.020142622,0.946227442
BMP8A,2,11,7,2,6,16,0.971178482,0.460277846
PABPC4,7362,9922,8365,12835,8825,13882,0.95241537,0.140813741
HEYL,4,2,2,0,2,4,0.971679518,0.557716325
NT5C1A,0,0,0,0,2,0,1.003169055,0.925735772
HPCAL4,2,0,2,0,0,2,1.00084282,0.976473523
PPIE,302,444,324,557,427,715,1.024200526,0.331061645
BMP8B,7,12,9,18,12,8,1.011731418,0.704278082
OXCT2,20,33,26,18,18,34,0.975287634,0.530084975
TRIT1,257,361,279,388,288,389,0.975796,0.367574804
MYCL,8,12,8,12,3,7,0.995236412,0.882453951
MFSD2A,4,2,3,6,2,2,0.990229443,0.652777219
CAP1,11589,15662,11824,18697,14666,20259,0.995474974,0.88382909
PPT1,1042,1538,1434,1828,1260,2235,0.713911541,0.089995146
RLF,562,742,710,912,638,1125,1.01736163,0.485091651
TMCO2,0,0,0,0,1,0,1.02687323,0.235874928
ZMPSTE24,2088,2650,2250,3194,2426,4165,2.858619169,0.000216503
COL9A2,1063,1613,1624,1922,1464,2805,1.019031315,0.550668631
SMAP2,621,902,695,917,719,1127,0.988152108,0.72886926
ZFP69B,348,522,413,622,417,613,0.930708569,0.064437099
ZFP69,132,257,158,255,155,230,0.564722765,0.011137544
EXO5,399,538,547,709,493,849,0.997885333,0.943973099
ZNF684,214,302,288,459,254,529,0.884052786,0.039504098
RIMS3,80,147,80,131,107,136,0.999558294,0.989291386
NFYC,835,997,892,1299,911,1554,0.574622992,0.319467384
KCNQ4,0,0,4,0,2,0,0.943227132,0.082622508
CITED4,42,54,50,66,56,110,1.004001305,0.920894557
CTPS1,1593,2071,1785,2774,2246,3134,0.967036328,0.530834515
SLFNL1,6,13,8,28,20,26,1.116439751,0.03913389
SCMH1,386,494,522,534,437,884,1.008408639,0.714705762
FOXO6,0,0,2,0,0,4,1.035971225,0.393451081
EDN2,0,0,0,2,0,0,0.983406873,0.70595741
HIVEP3,2,6,4,0,4,8,1.002793326,0.915002144
GUCA2A,0,2,0,0,0,2,0.643569816,0.10048913
FOXJ3,1006,1391,1328,1618,1277,1976,1.093105781,0.080320273
RIMKLA,22,28,34,12,12,34,1.063136122,0.390771249
ZMYND12,6,10,3,9,4,7,0.913744892,0.042561259
PPCS,798,1082,828,1235,911,1410,0.997276464,0.950008632
CCDC30,27,38,45,40,46,77,1.021344244,0.499482588
PPIH,271,367,319,501,260,562,1.017273166,0.482756049
YBX1,81618,108781,94131,136488,102545,162860,1.029792754,0.368062383
CLDN19,43,51,57,52,26,87,0.863268896,0.201784207
P3H1,841,1330,1241,1680,1210,2342,1.107029092,0.026794742
C1orf50,491,597,481,682,546,847,0.943637264,0.048238873
AC098484.3,358,416,336,485,390,575,1.066361259,0.345438192
TMEM269,428,700,570,798,508,871,0.983094292,0.476132943
SVBP,625,972,799,1100,732,1295,1.013831065,0.513033947
ERMAP,539,785,604,821,570,992,1.016420952,0.396239505
ZNF691,149,231,189,239,172,286,0.995221159,0.842054514
SLC2A1,11588,14094,15648,17369,11899,21719,0.984604466,0.496498211
FAM183A,8,5,7,6,5,8,1.012508051,0.665746174
EBNA1BP2,8906,10847,8789,14191,10472,14711,1.050576449,0.370017641
CFAP57,28,34,28,30,20,32,1.007794521,0.793484704
C1orf210,2,2,4,2,0,4,0.916333376,0.016239267
TIE1,341,432,239,391,321,403,0.998011384,0.974247418
MPL,4,10,6,8,8,9,0.939617292,0.124891033
CDC20,491,658,694,959,617,1139,0.781339732,2.5986E-06
ELOVL1,566,864,551,865,811,885,0.987094806,0.561285336
MED8,1140,1416,1203,1661,1405,2078,1.004659123,0.938207374
SZT2,341,473,342,508,432,497,1.037225717,0.215180096
HYI,84,72,62,96,67,98,1.001009679,0.970275386
PTPRF,3900,5222,4184,6142,4600,7102,0.956465197,0.739767703
KDM4A,2076,3117,2100,3472,2605,3772,0.821912112,0.008618258
AL451062.3,706,1048,652,1171,792,1187,0.23941345,0.000488104
ST3GAL3,109,131,122,161,144,168,0.541854507,0.034093522
ARTN,0,2,2,2,2,2,1.28633329,0.034869544
IPO13,187,235,177,256,187,331,0.979270755,0.359973933
DPH2,224,256,302,321,211,425,0.978492387,0.412059328
ATP6V0B,179,258,179,261,243,349,0.774919603,0.002130081
B4GALT2,157,316,261,328,271,441,0.997725997,0.908812242
CCDC24,41,67,51,97,57,107,0.972012879,0.327252959
SLC6A9,21,79,48,71,53,73,1.019561193,0.431898745
KLF17,0,0,0,0,4,2,0.973041193,0.260094974
DMAP1,748,1112,858,1247,884,1517,0.994431451,0.875397584
ERI3,155,208,176,205,184,283,0.875617171,0.011704905
RNF220,1986,2685,2307,3423,2440,3721,1.037703977,0.355650551
TMEM53,1011,1484,1232,1873,1295,2060,1.046075614,0.288372694
ARMH1,0,0,0,9,0,4,1.039727719,0.396604837
KIF2C,1508,2047,1933,2833,1593,3228,1.029685292,0.375077691
RPS8,9329,12976,11046,14639,11044,18754,0.979270779,0.511600733
BEST4,60,64,54,86,33,84,0.861904965,0.005058736
PLK3,348,406,274,393,381,478,1.018384126,0.606330923
TCTEX1D4,5,7,6,2,1,11,0.936337778,0.185260203
BTBD19,75,113,95,112,104,124,1.00325853,0.897361468
PTCH2,5,13,4,8,6,16,1.000218729,0.997605786
EIF2B3,678,897,709,1188,940,1368,1.019911939,0.568526108
HECTD3,1085,1489,1003,1559,1300,1671,1.008086019,0.831768903
UROD,1943,2879,2168,3198,2477,3418,0.96320476,0.478084827
ZSWIM5,371,451,411,528,462,704,1.014862133,0.710666533
HPDL,0,6,2,1,0,4,1.243222784,0.009681509
MUTYH,226,375,349,372,295,520,0.984411262,0.684627817
AL451136.1,166,305,268,312,237,417,0.975052056,0.431890223
TOE1,240,302,286,336,314,443,1.003994203,0.876928127
TESK2,31,76,67,70,42,94,1.22507454,9.18547E-06
CCDC163,18,50,37,40,30,63,0.927887497,0.08516184
MMACHC,945,1277,1153,1585,1070,2102,0.908236335,0.011887552
PRDX1,6544,8589,7538,10262,7888,13388,0.995781914,0.869129779
AKR1A1,777,967,929,1286,922,1664,1.009941075,0.848238849
NASP,26090,37181,37891,52905,32331,62548,0.96529897,0.522570391
CCDC17,15,20,14,23,30,26,0.947599154,0.300334858
GPBP1L1,1693,2570,1847,2822,2108,3263,1.217266742,0.002483753
TMEM69,216,272,192,292,238,360,0.985069795,0.697615406
IPP,95,116,93,165,124,153,0.99374096,0.839844037
MAST2,1462,2062,1343,2251,1791,2447,0.941376493,0.104587599
PIK3R3,746,1032,816,1118,919,1512,1.861147651,7.78714E-06
P3R3URF-PIK3R3,602,813,682,895,722,1207,1.367549239,0.155538323
TSPAN1,47,56,20,62,72,70,0.974890924,0.458402451
POMGNT1,641,886,688,991,781,1199,1.042970756,0.241368617
LURAP1,0,0,4,0,0,3,0.946874885,0.211916108
RAD54L,123,231,208,290,165,359,1.003070311,0.919454798
LRRC41,603,931,758,1146,800,1276,1.007407638,0.673508831
UQCRH,9052,12609,11350,15177,10630,19116,1.006723546,0.722116738
NSUN4,264,347,273,417,276,539,1.011197708,0.811501451
FAAH,44,67,50,57,49,85,0.985544757,0.58489517
DMBX1,0,1,2,1,0,0,0.720692343,3.74194E-11
KNCN,0,0,0,4,0,4,0.955525941,0.153763086
MKNK1,1000,1248,1057,1550,1119,1761,0.964281345,0.296524739
MOB3C,70,108,82,104,57,170,0.979699804,0.482436505
ATPAF1,446,680,602,754,621,1098,0.999567514,0.991349679
TEX38,1,2,0,0,0,2,1.05307981,0.094018767
EFCAB14,677,1031,747,1166,947,1231,1.047115216,0.305866237
CYP4A11,0,0,0,0,4,0,1.031590808,0.622169286
CYP4Z1,2,0,0,0,0,1,0.984829631,0.541068326
CYP4A22,0,0,0,0,1,0,1.00052084,0.982064067
PDZK1IP1,4,4,4,2,0,2,0.98419944,0.622970905
TAL1,0,2,2,0,2,0,0.862008932,0.175144644
STIL,274,416,400,594,346,701,1.003811726,0.919559542
CMPK1,3462,4756,3896,5815,4460,6513,0.998598309,0.945375239
FOXE3,0,0,4,2,0,2,1.003819701,0.865820954
FOXD2,2,2,4,6,2,6,0.981614149,0.720567984
TRABD2B,2,0,0,0,2,2,0.926694514,0.007925888
SLC5A9,142,232,185,277,171,371,1.016055159,0.55422436
SPATA6,42,59,70,77,42,108,1.006551018,0.871662825
AGBL4,0,0,0,0,0,2,1.000261089,0.995819585
BEND5,2,2,0,2,0,2,1.056016312,0.043348034
FAF1,908,1114,967,1373,1008,1516,1.047485962,0.181096671
CDKN2C,169,267,241,328,214,420,1.016368646,0.598427661
RNF11,518,809,540,805,732,966,1.090577789,0.341272365
TTC39A,58,82,32,106,91,75,0.428057475,6.41915E-05
EPS15,1116,1570,1179,1806,1369,1971,0.99107907,0.697000006
OSBPL9,7046,9216,8519,11524,8483,14451,0.945504782,0.448402268
NRDC,5763,7917,6626,9967,7421,11453,0.659287847,2.37371E-13
RAB3B,2443,2805,1770,3430,2708,3241,0.974601463,0.803497266
TXNDC12,1081,1500,1484,1877,1386,2484,4.425941978,1.91091E-17
AL445685.3,566,807,722,981,737,1279,0.973551343,0.380487423
KTI12,134,204,146,252,187,228,1.004471228,0.872243101
BTF3L4,879,1051,963,1301,949,1797,0.82709082,0.227576648
ZFYVE9,748,926,611,1053,853,1157,0.81591258,0.005665302
CC2D1B,1012,1356,1102,1681,1436,1937,0.936742119,0.327127106
ORC1,285,363,372,435,315,530,0.879975912,0.048485187
PRPF38A,1882,2432,2414,3066,2169,3964,0.829697254,0.000208048
TUT4,1252,1549,1533,2124,1519,2659,0.970990104,0.418701188
GPX7,94,123,91,146,100,180,1.255310273,0.155254907
COA7,2409,3124,2894,4325,2980,4918,1.019982252,0.567765866
ZYG11B,252,294,275,388,277,437,1.319567116,0.01174714
ZYG11A,0,0,2,2,0,0,1.776010016,5.77687E-15
ECHDC2,366,513,414,603,405,754,1.052423001,0.31300768
SCP2,2038,2912,2249,3493,2399,3802,1.050782628,0.197147309
PODN,4,0,2,2,2,4,1.023188023,0.485867673
SLC1A7,4,8,4,12,0,2,0.958921823,0.58624306
CPT2,174,316,215,274,236,372,0.963190758,0.396834229
CZIB,198,320,280,367,296,415,0.98585385,0.629198206
MAGOH,1217,1939,1707,2234,1594,2840,1.18106864,0.009447244
LRP8,1057,1391,1367,1846,1320,2378,1.055670506,0.178296914
GLIS1,2,0,0,2,0,6,1.000261466,0.994532289
NDC1,287,387,366,580,380,614,1.317019945,1.32721E-07
YIPF1,158,209,196,251,188,274,0.616366557,1.08366E-05
DIO1,302,533,441,536,416,727,0.988050523,0.689731402
HSPB11,492,658,648,731,573,901,0.981476142,0.662734299
LRRC42,705,852,688,1157,834,1155,0.99618314,0.883876398
LDLRAD1,55,93,34,88,48,91,0.976600243,0.523117063
TMEM59,1978,3129,2405,3452,2583,4002,1.018642953,0.553026752
TCEANC2,515,534,478,722,512,711,1.017226829,0.914354636
AL357673.1,54,73,71,114,70,129,1.075790414,0.008945941
CDCP2,2,2,0,0,2,0,1.13418149,0.136946193
CYB5RL,108,134,134,214,131,244,1.004628813,0.849925009
MRPL37,889,1179,1114,1484,1125,1853,0.936491471,0.178562016
SSBP3,225,272,307,356,266,473,1.042186837,0.25928847
ACOT11,18,40,36,54,24,65,1.084832519,0.022559093
FAM151A,2,18,10,16,2,24,0.987379547,0.65951973
MROH7,0,2,0,2,2,2,0.981639961,0.536549873
MROH7-TTC4,679,903,728,1058,850,1232,0.976372826,0.406440479
TTC4,785,1050,876,1215,996,1409,1.010589299,0.825426319
PARS2,24,37,32,64,63,66,0.998235486,0.945024884
TTC22,0,0,2,0,2,0,1.043584137,0.577426392
DHCR24,6228,9529,8485,11811,8468,15666,0.670919916,0.071318307
TMEM61,0,0,0,0,0,2,0.452706647,0.000177466
BSND,0,2,1,2,0,2,0.921478956,0.21625161
PCSK9,326,518,644,705,453,1244,1.084325879,0.029438699
USP24,2712,3637,3126,4690,3349,5094,2.026775077,1.22885E-14
AC119674.2,56,59,62,64,39,96,1.19525632,0.151428474
PLPP3,494,664,479,763,556,968,0.984347438,0.564335797
PRKAA2,709,1002,830,1169,949,1370,1.230104203,0.002564261
FYB2,48,50,53,72,57,98,0.868844786,0.001739371
C8A,146,331,313,346,240,587,0.977436878,0.765697272
C8B,50,128,84,102,85,98,1.271065069,5.63798E-06
DAB1,40,96,64,94,82,106,1.024365172,0.385679682
OMA1,165,274,228,308,221,354,0.9890144,0.726606875
TACSTD2,2,4,4,2,0,0,0.992861996,0.823363854
MYSM1,1369,1758,1523,2200,1757,2295,1.042944163,0.099279513
JUN,3652,4766,3310,5162,4529,5632,1.107806255,0.006934818
FGGY,68,151,82,130,86,168,0.963221281,0.862265244
HOOK1,1426,1863,1915,2154,1689,3184,1.030966373,0.327144899
CYP2J2,83,98,44,110,83,122,0.967416895,0.857340591
NFIA,179,250,262,367,247,512,0.988552926,0.923067386
TM2D1,230,278,196,345,241,393,1.218738017,0.000801356
PATJ,677,942,787,1125,868,1331,1.007244247,0.903001739
L1TD1,0,0,4,2,2,0,0.976534219,0.474746019
KANK4,236,551,395,557,326,594,0.967710002,0.337283338
USP1,2096,2908,2843,4185,2552,4628,0.988620879,0.808173945
DOCK7,2367,3121,2611,3572,2781,4172,1.014956203,0.849892837
ANGPTL3,46,92,94,80,62,180,0.662644446,0.240747622
ATG4C,111,171,185,224,159,348,1.056583292,0.375192918
FOXD3,2,0,2,4,2,0,1.008681695,0.702205058
ALG6,27,43,31,39,46,65,0.812943702,0.017009462
ITGB3BP,480,574,621,723,582,983,1.001741887,0.969553197
EFCAB7,38,66,60,82,46,100,1.038694258,0.375333345
PGM1,1041,1539,1616,1743,1226,2744,0.989126619,0.837580061
ROR1,60,102,63,100,61,85,3.962710346,4.0238E-20
CACHD1,4,8,0,6,2,8,0.941142206,0.042807568
RAVER2,201,284,225,278,241,397,0.495987689,4.86914E-07
JAK1,1801,2338,1848,2882,2221,3031,0.947738723,0.110202805
AK4,854,1290,1140,1499,1080,1990,5.256850805,4.3586E-08
DNAJC6,78,80,76,96,90,138,0.752883376,0.009782131
LEPROT,362,494,359,530,403,642,1.052912317,0.194554776
LEPR,46,58,52,66,50,100,0.959892584,0.354014202
PDE4B,0,0,2,2,0,2,1.303083167,0.06427311
SGIP1,2,1,2,0,2,1,0.998519438,0.964581829
TCTEX1D1,0,0,0,2,0,0,0.857999117,0.000532984
WDR78,18,20,12,26,13,20,1.012488522,0.753565451
MIER1,3172,4105,3518,5183,3888,5674,1.003257059,0.898975916
SLC35D1,455,697,553,860,647,919,0.999944321,0.99853286
C1orf141,2,0,0,2,2,0,0.966330191,0.436694105
IL23R,0,0,0,2,0,0,0.998702653,0.975477052
IL12RB2,6,20,11,6,11,10,1.001700108,0.963902871
SERBP1,34114,45950,40127,58383,43379,67636,1.367367992,0.000149068
GADD45A,4009,5408,4621,6414,4845,7429,0.992822877,0.801489659
GNG12,8,20,10,8,6,14,1.006022107,0.803514482
DIRAS3,0,0,0,0,0,2,0.995181134,0.843408412
WLS,0,4,0,0,2,3,0.986696798,0.792221314
RPE65,12,17,8,17,12,27,1.013543182,0.606459161
DEPDC1,289,362,470,540,354,652,1.022555057,0.544136671
LRRC7,3,13,7,9,9,8,0.976042268,0.46303849
LRRC40,397,524,446,672,454,732,0.897850098,0.145922403
SRSF11,28593,36922,35238,48379,34960,58017,1.016792512,0.73132326
ANKRD13C,628,809,750,1117,798,1292,1.017646099,0.871902277
HHLA3,33,38,42,51,29,64,1.000373181,0.991794713
CTH,36,80,36,71,38,72,1.00057551,0.981374984
ZRANB2,3882,4982,4365,6417,4979,7598,1.002082136,0.933784255
NEGR1,0,0,0,1,0,0,0.97133412,0.662502208
LRRIQ3,30,33,44,38,39,47,1.020852979,0.750530824
FPGT,66,92,61,91,80,140,2.623659941,0.194535923
FPGT-TNNI3K,46,54,48,66,71,81,1.039582071,0.560138871
TNNI3K,0,0,5,4,2,3,1.059739843,0.476886453
LRRC53,0,0,0,0,0,2,0.964089458,0.431277297
ERICH3,0,0,0,4,0,2,1.497538199,2.84762E-08
CRYZ,2711,3422,2820,4061,3325,5001,0.99664167,0.897038136
TYW3,3340,4114,4015,5852,4504,6942,1.015121982,0.536904905
SLC44A5,76,133,119,157,131,255,0.546607751,0.013018034
ACADM,2269,3315,2958,4034,2788,5029,1.03911578,0.373487929
RABGGTB,2382,3383,2977,4060,3037,5208,0.995568585,0.860585441
MSH4,0,3,2,0,2,0,0.999134414,0.982833952
ST6GALNAC5,2,2,0,0,0,2,0.715648956,0.111411803
PIGK,378,537,438,594,470,798,0.997102225,0.920980998
AK5,8,5,3,6,6,5,0.985998291,0.701786956
ZZZ3,1226,1597,1368,2034,1550,2314,1.107731554,1
USP33,1017,1376,1181,1576,1167,1940,0.962967731,0.314329026
MIGA1,262,368,232,386,310,400,1.015750798,0.499408353
NEXN,4689,5766,4390,7597,6442,7610,0.531711431,1.94398E-06
FUBP1,9416,12237,11090,15742,11726,18819,0.985811556,0.620921774
DNAJB4,433,589,564,710,559,941,0.958859258,0.177001014
GIPC2,482,801,613,821,661,1179,0.90880168,0.035021711
IFI44L,3,2,2,2,4,6,1.06885692,0.095329108
ADGRL4,0,0,0,0,0,2,0.994361154,0.885524868
ADGRL2,209,377,277,445,336,612,0.843430948,0.095503487
TTLL7,6,18,12,14,22,30,1.030159898,0.435891975
PRKACB,134,181,154,209,146,244,0.692283579,0.036383081
SAMD13,0,0,0,0,0,2,1.010497084,0.742198839
RPF1,1488,1985,1769,2313,1807,3011,0.991148998,0.858444001
GNG5,264,361,274,404,286,507,1.01171518,0.699729025
SPATA1,66,101,65,77,64,109,1.01220139,0.600680957
CTBS,51,126,48,80,79,113,1.08579458,0.026937358
SSX2IP,1224,1516,1273,2139,1389,2253,1.011220242,0.658994096
MCOLN2,0,0,0,0,2,2,0.959011405,0.284062055
WDR63,2,4,4,2,2,10,1.014955573,0.792983293
MCOLN3,0,0,0,0,2,0,1.03223264,0.436055355
SYDE2,54,49,62,91,38,81,1.905104759,1.6121E-06
C1orf52,543,862,601,963,734,1174,0.90306074,0.012835327
BCL10,274,371,295,412,344,410,0.934171312,0.577605909
DDAH1,510,680,603,838,649,1049,0.99143241,0.792662095
CCN1,334,496,362,492,497,578,1.007535355,0.875617392
ZNHIT6,4066,5566,4687,7264,5112,7542,1.03297021,0.390106035
COL24A1,42,54,32,54,58,54,0.985764101,0.630388804
ODF2L,8,16,12,14,8,24,0.991491425,0.706456146
CLCA4,4,0,0,2,0,0,0.821840704,0.000350806
SH3GLB1,2059,2707,1974,3047,2458,3188,0.96936432,0.274882494
SELENOF,2402,3065,2378,3617,2640,4334,0.966134649,0.348785507
HS2ST1,1868,2561,2091,3027,2514,3556,0.921810097,0.028833287
AC093155.3,835,1186,942,1350,1141,1669,0.962542353,0.344009861
LMO4,127,169,178,267,149,338,1.020574779,0.43916449
PKN2,1666,2133,1930,2650,2038,2999,1.530092253,2.13373E-07
GTF2B,1245,1566,1267,1936,1534,2493,1.05254636,0.07839776
KYAT3,417,578,500,735,506,780,0.96372084,0.301005248
RBMXL1,414,528,489,654,498,765,0.999793523,0.996234937
GBP3,144,156,84,164,125,108,1.021153047,0.643445526
GBP1,115,132,66,166,125,100,1.075644597,0.556544194
GBP2,504,687,488,824,572,898,1.021178668,0.530369964
GBP5,2,0,2,2,0,2,0.999318848,0.978768737
GBP6,7,2,5,2,4,1,0.979313637,0.375174418
LRRC8B,296,402,302,487,420,427,0.978576947,0.571859712
AC099569.1,10,19,7,11,18,13,1.053122373,0.18826443
LRRC8C,15,18,11,12,12,24,1.08974464,0.115812586
AC093423.3,234,310,241,408,262,499,0.911794329,0.219696094
LRRC8D,826,1217,1036,1444,1054,1894,1.009873431,0.704098804
ZNF326,5104,6934,6542,8897,6465,10612,1.038860653,0.296123312
BARHL2,0,0,0,0,2,0,0.980329821,0.453179176
ZNF644,1179,1703,1292,2096,1607,2483,1.0043402,0.879301287
HFM1,18,11,20,20,4,28,0.903592856,0.497125149
CDC7,197,314,242,408,252,370,0.890946972,0.025874475
TGFBR3,1455,1892,2199,2306,1695,3623,1.017113519,0.476995655
EPHX4,2,0,0,6,0,6,0.985581028,0.601187729
SETSIP,58,66,54,76,62,108,1.011125883,0.609414041
BTBD8,36,38,30,42,52,52,0.816060842,1.35361E-05
GLMN,537,703,671,1000,720,1024,0.796235978,0.013353322
RPAP2,867,1003,1047,1467,1096,1648,0.48275116,7.19321E-10
GFI1,132,195,182,238,187,315,0.98349474,0.588688067
EVI5,714,847,864,1153,853,1398,1.223319755,0.397923248
RPL5,50096,68138,62852,86062,62141,107278,0.97551868,0.405006575
DIPK1A,147,217,171,255,223,302,0.977934316,0.465768351
MTF2,1257,1588,1463,2207,1488,2390,1.009874572,0.963942106
TMED5,3907,5464,5142,6960,5106,8543,0.965980594,0.361798114
CCDC18,1862,2437,2419,3322,2368,4080,0.895778407,0.246931422
DR1,648,786,702,1015,850,1118,0.936471016,0.081601149
FNBP1L,6156,8045,6338,9335,7379,10704,0.996893563,0.919332659
BCAR3,464,571,299,562,526,528,0.865763697,0.099894744
DNTTIP2,7864,10324,8281,13068,10442,14742,1.007091587,0.779369205
GCLM,362,446,328,528,378,569,0.974822671,0.305100263
ABCA4,13,23,17,30,19,27,1.02058795,0.552238323
ARHGAP29,1431,1795,1838,2354,2014,3249,0.880050331,0.0128607
ABCD3,2526,3374,3102,4129,3112,5050,0.829285062,0.005364489
F3,393,607,325,608,499,596,0.81022184,0.45543375
SLC44A3,87,153,124,143,116,198,1.230277848,5.81389E-05
CNN3,3049,4156,4005,5284,3979,7202,0.975225724,0.316919719
ALG14,86,124,94,126,97,186,0.947355166,0.081575178
TLCD4,146,188,164,182,189,274,1.001684176,0.944505552
TLCD4-RWDD3,122,157,141,189,149,230,0.976347621,0.545867541
RWDD3,181,238,232,293,223,384,0.965798495,1
PTBP2,96,159,121,151,108,212,0.321281003,7.808E-26
DPYD,28,57,30,56,28,52,0.983953692,0.928197758
SNX7,534,756,654,941,693,1156,0.929238007,0.007779562
PLPPR5,0,2,0,2,0,0,1.017417204,0.687664187
PLPPR4,0,0,0,2,2,0,1.129945802,0.196476546
PALMD,7225,9574,7780,11408,8759,13183,1.546520792,1.32043E-09
FRRS1,143,207,116,228,166,228,1.016429281,0.686462102
AGL,751,1005,701,1100,852,1386,1.198556805,0.099491271
SLC35A3,393,606,468,731,478,832,1.010143487,0.800448699
AC118553.2,495,662,506,696,582,951,1.002150177,0.942676777
MFSD14A,1226,1714,1628,2012,1430,2607,1.081295314,0.168635406
SASS6,261,410,388,605,370,655,1.011494263,0.804530465
TRMT13,647,829,777,1091,801,1249,1.053643266,0.1259751
